origin,car_model,mileage,exterior_color,num_of_doors,seating_capacity,transmission,engine_type,engine_capacity,drive_type,fuel_consumption,brand,grade,year_of_manufacture,price
0,0.6666666666666666,1.7459969975734116e-06,0.0,1.0,0.10638297872340426,1,0.0,0.17272727272727273,1.0,0.35,0.6666666666666666,0.3758241758241758,0.9411764705882353,1630.0
0,0.6666666666666666,8.381670344798672e-06,0.0019531251164153288,1.0,0.14893617021276595,1,0.0,0.21818181818181817,0.0,0.05,0.8333333333333333,0.9340659340659341,0.8823529411764706,750.0
0,0.8333333333333333,8.847331632323252e-06,0.0,0.75,0.10638297872340426,1,0.0,0.2636363636363636,1.0,0.05,0.6666666666666666,0.7274725274725274,0.9117647058823529,3750.0
1,0.6666666666666666,8.148839701036382e-06,1.0,1.0,0.10638297872340426,1,0.0,0.4272727272727273,0.25,0.05,0.8333333333333333,0.2043956043956044,0.6470588235294118,2999.0
1,0.8333333333333333,1.164129935747073e-05,1.0,0.75,0.0851063829787234,1,0.0,0.48181818181818187,1.0,0.05,0.8333333333333333,0.7736263736263737,0.29411764705882354,8300.0
1,0.6666666666666666,2.0721694464200034e-05,0.6451746609911121,1.0,0.14893617021276595,1,0.0,0.23636363636363636,0.0,0.05,0.9166666666666666,0.643956043956044,0.7647058823529411,1385.0
1,0.16666666666666666,6.984686482224933e-06,0.9960938093718177,1.0,0.10638297872340426,1,0.0,0.12727272727272726,0.5,0.05,0.9166666666666666,0.9714285714285714,0.8529411764705882,550.0
1,0.8333333333333333,6.237532946391745e-07,0.0,0.75,0.10638297872340426,1,0.0,0.35454545454545455,0.25,0.5,0.8333333333333333,0.0989010989010989,0.7352941176470589,2339.0
0,0.6666666666666666,3.490131349996725e-07,0.5019607843137255,1.0,0.10638297872340426,1,0.0,0.17272727272727273,0.25,0.05,0.6666666666666666,0.3758241758241758,0.9411764705882353,2239.0
1,0.6666666666666666,8.381670344798672e-06,0.0,1.0,0.14893617021276595,1,0.0,0.23636363636363636,0.5,0.05,0.9166666666666666,0.44395604395604393,0.7352941176470589,1260.0
0,0.6666666666666666,8.381670344798672e-06,0.7529411764705882,1.0,0.1702127659574468,1,0.0,0.23636363636363636,1.0,0.05,0.9166666666666666,0.3516483516483516,0.7647058823529411,589.0
1,0.5,1.5832250945191947e-05,0.7529411764705882,0.75,0.10638297872340426,1,0.6666666666666666,0.2818181818181818,0.0,0.05,0.16666666666666666,0.7076923076923077,0.8235294117647058,769.0
1,0.3333333333333333,1.4256918809496294e-05,1.0,0.25,0.0851063829787234,1,0.0,0.21818181818181817,1.0,0.5,0.5,0.45494505494505494,0.6176470588235294,1150.0
0,0.8333333333333333,2.327840776335374e-06,1.0,0.75,0.10638297872340426,1,0.0,0.2636363636363636,1.0,0.05,0.6666666666666666,0.7274725274725274,0.9117647058823529,3730.0
1,0.6666666666666666,1.8626218670339425e-05,1.0,1.0,0.10638297872340426,1,0.0,0.17272727272727273,0.25,0.05,0.8333333333333333,0.701098901098901,0.6470588235294118,880.0
1,0.8333333333333333,1.3969605795093628e-05,1.0,0.75,0.10638297872340426,1,0.0,0.2636363636363636,1.0,0.05,0.0,0.06153846153846154,0.6764705882352942,1600.0
1,0.8333333333333333,8.847331632323252e-06,0.0019531251164153288,0.75,0.10638297872340426,1,0.0,0.2636363636363636,1.0,0.05,0.0,0.046153846153846156,0.6176470588235294,680.0
